,source,target,weight
4450,Belgium,Germany,3
4451,Belgium,Industrial Revolution,1
4452,Belgium,Lettuce,3
4453,Belgium,Luxembourg,1
4454,Belgium,Mathematics,1
4455,Belgium,NATO,1
4456,Belgium,Netherlands,4
4457,Belgium,Petroleum,1
4458,Belgium,Rwanda,1
4459,Belgium,Saxophone,1
4460,Belgium,Second Congo War,1
4461,Belgium,The Adventures of Tintin,1
4462,Belgium,Tour de France,2
4463,Belgium,World War II,3
4464,Belize,Constitutional monarchy,2
4465,Ben Jonson,Actor,1
4466,Ben Jonson,Augustan literature,1
4467,Ben Jonson,Baroque,1
4468,Ben Jonson,Charles I of England,1
4469,Ben Jonson,Charles II of England,2
4470,Ben Jonson,England,4
4471,Ben Jonson,James I of England,1
4472,Ben Jonson,London,3
4473,Ben Jonson,William Shakespeare,4
4474,Benin,Currency,1
4475,Benin,France,1
4476,Benin,Niger,1
4477,Benin,Nigeria,2
4478,Benito Mussolini,Atheism,1
4479,Benito Mussolini,Charlie Chaplin,1
4480,Benito Mussolini,Ethiopia,2
4481,Benito Mussolini,Fascism,1
4482,Benito Mussolini,Italy,2
4483,Benito Mussolini,Mediterranean Sea,1
4484,Benito Mussolini,Milan,1
4485,Benito Mussolini,United Kingdom,1
4486,Benito Mussolini,Vatican City,1
4487,Benito Mussolini,World War II,2
4488,Benjamin Britten,Denmark,2
4489,"Benjamin Disraeli, 1st Earl of Beaconsfield",British Empire,1
4490,"Benjamin Disraeli, 1st Earl of Beaconsfield",British House of Commons,1
4491,"Benjamin Disraeli, 1st Earl of Beaconsfield",Jew,1
4492,"Benjamin Disraeli, 1st Earl of Beaconsfield",Parliament of the United Kingdom,1
4493,Benjamin Franklin,"Boston, Massachusetts",1
4494,Benjamin Franklin,"Columbus, Ohio",1
4495,Benjamin Franklin,Electricity,2
4496,Benjamin Franklin,George Washington,1
4497,Benjamin Franklin,London,1
4498,Benjamin Franklin,Philadelphia,2
4499,Benjamin Franklin,Philosophy,2
4500,Benjamin Franklin,Publishing,1
4501,Benjamin Franklin,Science,1
4502,Benjamin Franklin,United States,3
4503,Benjamin Franklin,United States Declaration of Independence,1
4504,Benjamin Franklin,Walt Disney,1
4505,Benjamin Harrison,Electricity,1
4506,Benjamin Harrison,President of the United States,1
4507,Benzene,Aluminium chloride,1
4508,Benzene,Color,1
4509,Benzene,Ethanol,2
4510,Benzene,Michael Faraday,1
4511,Benzene,Petroleum,1
4512,Benzene,United Kingdom,1
4513,Benzene,United States,2
4514,Berber languages,Ancient Egypt,1
4515,Berber languages,Egypt,2
4516,Berber languages,Israel,1
4517,Berber languages,Maghreb,2
4518,Berber languages,Morocco,1
4519,Berber languages,Paris,1
4520,Berber languages,Sahara,2
4521,Beriberi,19th century,1
4522,Beriberi,Asia,1
4523,Beriberi,Germany,1
4524,Berkelium,Americium,1
4525,Berkelium,Helium,1
4526,Berkelium,List of elements by name,1
4527,Berlin,Berlin Wall,1
4528,Berlin,Cold War,1
4529,Berlin,European Union,2
4530,Berlin,Football (soccer),2
4531,Berlin,German reunification,1
4532,Berlin,Germany,6
4533,Berlin,Ice age,1
4534,Berlin,Ice hockey,1
4535,Berlin,John F. Kennedy,1
4536,Berlin,Nazi Germany,1
4537,Berlin,Park,3
4538,Berlin,Popular culture,1
4539,Berlin,Soviet Union,1
4540,Berlin,The Holocaust,1
4541,Berlin,Trojan War,1
4542,Berlin,Weimar Republic,1
4543,Berlin,Wernher von Braun,1
4544,Berlin,World War II,4
4545,Berlin Wall,Cold War,1
4546,Berlin Wall,Democracy,1
4547,Berlin Wall,German reunification,1
4548,Berlin Wall,Ludwig van Beethoven,1
4549,Berlin Wall,Maglev train,1
4550,Berlin Wall,Mathematics,1
4551,Berlin Wall,Poland,1
4552,Berlin Wall,Soviet Union,1
4553,Berlin Wall,United Kingdom,1
4554,Berlin Wall,United States,1
4555,Berlin Wall,World War II,1
4556,Bermuda,2003 Atlantic hurricane season,1
4557,Bermuda,Acts of Union 1707,1
4558,Bermuda,Atlantic Ocean,5
4559,Bermuda,British Empire,1
4560,Bermuda,Canada,1
4561,Bermuda,Cape Verde,3
4562,Bermuda,Commonwealth Games,2
4563,Bermuda,Corporation,1
4564,Bermuda,Elizabeth II of the United Kingdom,3
4565,Bermuda,England,1
4566,Bermuda,Florida,2
4567,Bermuda,Portugal,1
4568,Bermuda,Spain,1
4569,Bermuda,Tobacco,2
4570,Bermuda,Tourism,2
4571,Bermuda,United Kingdom,3
4572,Bernard Hinault,France,4
4573,Bertrand Russell,Euclid,1
4574,Bertrand Russell,Immanuel Kant,1
4575,Bertrand Russell,Karl Popper,1
4576,Bertrand Russell,Logic,1
4577,Bertrand Russell,"Trinity College, Cambridge",1
4578,Bertrand Russell,University of Chicago,1
4579,Bertrand Russell,Wales,1
4580,Beryllium,Copper,1
4581,Beryllium,Mineral,1
4582,Bette Davis,Cinema of the United States,1
4583,Bette Davis,Henry Fonda,1
4584,Bette Davis,New York City,1
4585,Bette Davis,Vivien Leigh,1
4586,Bhutan,Anno Domini,1
4587,Bhutan,Monarchy,1
4588,Bhutan,People's Republic of China,1
4589,Bhutan,Tibet,1
4590,Bhutan,Tourism,2
4591,Bible,19th century,11
4592,Bible,Age of Enlightenment,1
4593,Bible,Ancient Egypt,1
4594,Bible,Ancient history,2
4595,Bible,Bob Marley,1
4596,Bible,Christianity,26
4597,Bible,Cyrus the Great,1
4598,Bible,Dead Sea scrolls,3
4599,Bible,Eastern Orthodox Church,6
4600,Bible,Fishing,1
4601,Bible,God,10
4602,Bible,Hebrew language,4
4603,Bible,Immanuel Kant,1
4604,Bible,Jesus,8
4605,Bible,Jew,6
4606,Bible,Judaism,4
4607,Bible,Latin,2
4608,Bible,Medieval literature,1
4609,Bible,Names of God in Judaism,3
4610,Bible,PSR B1620-26c,1
4611,Bible,Pentateuch,13
4612,Bible,Roman Catholic Church,16
4613,Bible,The Origin of Species,1
4614,Bible,Vowel,8
4615,Bicycle,19th century,1
4616,Bicycle,Automobile,1
4617,Bicycle,England,1
4618,Bicycle,India,3
4619,Bicycle,Iron,1
4620,Bicycle,Oxford,1
4621,Bicycle,Sport,1
4622,Bicycle,Tour de France,4
4623,Bicycle,Toy,2
4624,Bicycle,United Kingdom,2
4625,Bicycle,United States,1
4626,Bicycle,University of Cambridge,1
4627,Bicycle,World War I,1
4628,Bicycle Thieves,Film,2
4629,Bicycle Thieves,Italy,2
4630,Bicycle Thieves,World War II,1
4631,Big Bang,Albert Einstein,3
4632,Big Bang,BBC,1
4633,Big Bang,Carbon,1
4634,Big Bang,Christianity,2
4635,Big Bang,Energy,1
4636,Big Bang,Galaxy,2
4637,Big Bang,Globular cluster,1
4638,Big Bang,Helium,1
4639,Big Bang,Hubble Space Telescope,5
4640,Big Bang,Hubble's law,2
4641,Big Bang,Matter,2
4642,Big Bang,Metric expansion of space,1
4643,Big Bang,Milky Way,1
4644,Big Bang,Photon,2
4645,Big Bang,Physics,4
4646,Big Bang,Religion,1
4647,Big Bang,Roman Catholic Church,1
4648,Big Bang,Science,5
4649,Big Bang,Solar System,1
4650,Big Bang,Star,2
4651,Big Bang,Telescope,2
4652,Big Bang,Time,1
4653,Big Bang,Universe,5
4654,Bill Clinton,Condoleezza Rice,1
4655,Bill Clinton,Cuba,1
4656,Bill Clinton,George H. W. Bush,3
4657,Bill Clinton,George W. Bush,4
4658,Bill Clinton,Haiti,1
4659,Bill Clinton,Hurricane Katrina,1
4660,Bill Clinton,John F. Kennedy,3
4661,Bill Clinton,President of the United States,4
4662,Bill Clinton,U2,3
4663,Bill Clinton,United Nations,1
4664,Bill Clinton,United States,1
4665,Bill Clinton,United States House of Representatives,1
4666,Bill Clinton,United States Senate,3
4667,Bill Clinton,Vietnam War,1
4668,Bill Clinton,West Virginia,1
4669,Bill Gates,AIDS,2
4670,Bill Gates,BASIC,1
4671,Bill Gates,Business,2
4672,Bill Gates,"Dallas, Texas",2
4673,Bill Gates,Elizabeth II of the United Kingdom,1
4674,Bill Gates,Floppy disk,1
4675,Bill Gates,Japan,1
4676,Bill Gates,Leonardo da Vinci,1
4677,Bill Gates,Microsoft,8
4678,Bill Gates,Microsoft Windows,2
4679,Bill Gates,Popular culture,7
4680,Bill Gates,Programming language,2
4681,Bill Gates,Science,2
4682,Bill Gates,"Seattle, Washington",1
4683,Bill Gates,Tokyo,2
4684,Bill Gates,U2,1
4685,Bill Gates,United Kingdom,1
4686,Bill Gates,United States,7
4687,Bill Gates,United States dollar,1
4688,Bill Gates,University of Cambridge,1
4689,Bill Gates,Windows Vista,1
4690,Billie Holiday,Philadelphia,1
4691,Billie Holiday,U2,2
4692,Billie Holiday,United States,3
4693,Billie Holiday,West Virginia,1
4694,Binary star,Andromeda Galaxy,2
4695,Binary star,Cat's Eye Nebula,1
4696,Binary star,Extrasolar planet,3
4697,Binary star,Gravitation,1
4698,Binary star,Sirius,2
4699,Binary star,Star,4
4700,Binary star,Star Wars,1
4701,Binary star,Telescope,1
4702,Binary star,Tycho Brahe,1
4703,Binoculars,Milky Way,1
4704,Binoculars,Optical telescope,3
4705,Binoculars,Symmetry,2
4706,Binoculars,Telescope,2
4707,Binoculars,United Kingdom,1
4708,Binoculars,United States,3
4709,Binoculars,World War II,1
4710,Binomial nomenclature,20th century,1
4711,Binomial nomenclature,Animal,3
4712,Binomial nomenclature,Bacteria,1
4713,Binomial nomenclature,Biology,2
4714,Binomial nomenclature,Botany,1
4715,Binomial nomenclature,Carolus Linnaeus,1
4716,Binomial nomenclature,Mineral,1
4717,Binomial nomenclature,Paleontology,1
4718,Binomial nomenclature,Plant,2
4719,Binomial nomenclature,Scientific classification,2
4720,Binomial nomenclature,Sequoia,1
4721,Binomial nomenclature,Soybean,1
4722,Binomial nomenclature,Tyrannosaurus,1
4723,Binomial nomenclature,Vicia faba,1
4724,Biodiesel,Agriculture,5
4725,Biodiesel,Alcohol,1
4726,Biodiesel,Automobile,1
4727,Biodiesel,Biofuel,4
4728,Biodiesel,Ethanol,1
4729,Biodiesel,Fossil fuel,1
4730,Biodiesel,Infrastructure,3
4731,Biodiesel,Palm oil,1
4732,Biodiesel,Peanut,1
4733,Biodiesel,Petroleum,5
4734,Biodiesel,Philippines,1
4735,Biodiesel,Soybean,1
4736,Biodiesel,Sulfur,1
4737,Biodiesel,United States,4
4738,Biodiversity,Africa,1
4739,Biodiversity,Agriculture,3
4740,Biodiversity,Andorra,1
4741,Biodiversity,Bacteria,1
4742,Biodiversity,Biology,4
4743,Biodiversity,Bird,6
4744,Biodiversity,Brazil,2
4745,Biodiversity,Climate change,1
4746,Biodiversity,Desert,2
4747,Biodiversity,Earth,1
4748,Biodiversity,Evolution,5
4749,Biodiversity,Extinction,3
4750,Biodiversity,Food,1
4751,Biodiversity,Global warming,2
4752,Biodiversity,Great Barrier Reef,1
4753,Biodiversity,History of Earth,1
4754,Biodiversity,Human,2
4755,Biodiversity,India,6
4756,Biodiversity,Indonesia,1
4757,Biodiversity,Invasive species,6
4758,Biodiversity,Iraq,1
4759,Biodiversity,Life,10
4760,Biodiversity,Maize,1
4761,Biodiversity,Natural selection,1
4762,Biodiversity,Organism,4
4763,Biodiversity,Rio de Janeiro,2
4764,Biodiversity,South America,1
4765,Biodiversity,Soybean,1
4766,Biodiversity,Tropics,5
4767,Biofuel,Biodiesel,2
4768,Biofuel,Carbon,1
4769,Biofuel,Coal,2
4770,Biofuel,Fossil fuel,1
4771,Biofuel,Germany,1
4772,Biofuel,Global warming,1
4773,Biofuel,List of vegetable oils,1
4774,Biofuel,Maize,4
4775,Biofuel,Natural gas,1
4776,Biofuel,Palm oil,2
4777,Biofuel,United States,1
4778,Biofuel,Water purification,1
4779,Biofuel,Wheat,1
4780,Bioinformatics,Agriculture,1
4781,Bioinformatics,Biodiversity,1
4782,Bioinformatics,Biology,2
4783,Bioinformatics,Cancer,2
4784,Bioinformatics,Computer science,2
4785,Bioinformatics,DNA,1
4786,Bioinformatics,Earth,1
4787,Bioinformatics,Evolution,1
4788,Bioinformatics,Genetics,1
4789,Bioinformatics,Protein,1
4790,Biology,Africa,2
4791,Biology,Age of Enlightenment,1
4792,Biology,Anatomy,36
4793,Biology,Animal,44
4794,Biology,Anthropology,4
4795,Biology,Aristotle,1
4796,Biology,Bacteria,2
4797,Biology,Beetle,3
4798,Biology,Binomial nomenclature,2
4799,Biology,Biodiversity,3
4800,Biology,Bird,1
4801,Biology,Botany,15
4802,Biology,Brain,3
4803,Biology,Calculus,2
4804,Biology,Carbon,3
4805,Biology,Carbon dioxide,1
4806,Biology,Cell (biology),12
4807,Biology,Charles Darwin,6
4808,Biology,Chemistry,2
4809,Biology,Chimpanzee,1
4810,Biology,China,3
4811,Biology,DNA,1
4812,Biology,Drosophila melanogaster,1
4813,Biology,Earth,3
4814,Biology,Ecology,16
4815,Biology,Evolution,13
4816,Biology,Extinction,1
4817,Biology,Fern,1
4818,Biology,Fungus,1
4819,Biology,Gazelle,6
4820,Biology,Genetic code,1
4821,Biology,Genetics,17
4822,Biology,Geology,1
4823,Biology,Gottfried Leibniz,1
4824,Biology,Human,13
4825,Biology,Language,1
4826,Biology,Latin,1
4827,Biology,Life,4
4828,Biology,Lion,1
4829,Biology,Love,1
4830,Biology,Mathematics,1
4831,Biology,Medicine,1
4832,Biology,Microscope,2
4833,Biology,Natural selection,3
4834,Biology,Organism,33
4835,Biology,Paleontology,2
4836,Biology,Physical science,1
4837,Biology,Physics,1
4838,Biology,Pigment,1
4839,Biology,Plant,14
4840,Biology,Psychology,1
4841,Biology,Science,38
4842,Biology,Scientific classification,6
4843,Biology,Thermodynamics,3
4844,Biology,Virus,4
4845,Biology,Water,1
4846,Biosphere,Animal,5
4847,Biosphere,Astronomy,1
4848,Biosphere,Charles Darwin,1
4849,Biosphere,Desert,1
4850,Biosphere,Earth,3
4851,Biosphere,Earth's atmosphere,2
4852,Biosphere,Ecology,4
4853,Biosphere,Evolution,1
4854,Biosphere,Forest,4
4855,Biosphere,Geology,3
4856,Biosphere,Landform,1
4857,Biosphere,Life,8
4858,Biosphere,Mount Everest,1
4859,Biosphere,Organism,1
4860,Biosphere,Planet,2
4861,Biosphere,Plant,3
4862,Biotechnology,Agriculture,3
4863,Biotechnology,Biology,3
4864,Biotechnology,Genetics,1
4865,Biotechnology,Industry,1
4866,Biotechnology,Latin America,1
4867,Biotechnology,Medicine,1
4868,Biotechnology,Nitrogen fixation,1
4869,Biotechnology,Technology,3
4870,Bird,19th century,5
4871,Bird,Agriculture,2
4872,Bird,Albatross,13
4873,Bird,Amazon Rainforest,2
4874,Bird,Animal,8
4875,Bird,Archaeopteryx,3
4876,Bird,Arctic Tern,2
4877,Bird,Bald Eagle,1
4878,Bird,Biodiversity,1
4879,Bird,Biology,1
4880,Bird,Bird migration,4
4881,Bird,Bird of prey,2
4882,Bird,Carolus Linnaeus,6
4883,Bird,Chicken,4
4884,Bird,Chordate,7
4885,Bird,Cormorant,1
4886,Bird,Dinosaur,1
4887,Bird,Dodo,3
4888,Bird,Dove,36
4889,Bird,Eagle,3
4890,Bird,Emu,7
4891,Bird,Evolution,4
4892,Bird,Extinction,2
4893,Bird,Eye,1
4894,Bird,Falcon,5
4895,Bird,Feather,18
4896,Bird,Fish,16
4897,Bird,Flamingo,5
4898,Bird,Goose,3
4899,Bird,Great Auk,8
4900,Bird,Gull,9
4901,Bird,Hawk,4
4902,Bird,Horn of Africa,1
4903,Bird,House Sparrow,8
4904,Bird,Human,14
4905,Bird,Insect,4
4906,Bird,Jurassic,4
4907,Bird,Konrad Lorenz,1
4908,Bird,Latin,6
4909,Bird,Magellanic Penguin,2
4910,Bird,Mammal,11
4911,Bird,Nuthatch,1
4912,Bird,Ostrich,10
4913,Bird,Owl,11
4914,Bird,Parrot,8
4915,Bird,Penguin,10
4916,Bird,People's Republic of China,8
4917,Bird,Pigeon,3
4918,Bird,Plant,6
4919,Bird,Poultry,9
4920,Bird,Raven,1
4921,Bird,Reptile,2
4922,Bird,Rock Pigeon,2
4923,Bird,Scientific classification,11
4924,Bird,Snowy Owl,1
4925,Bird,Swan,4
4926,Bird,Swift,6
4927,Bird,Theropoda,3
4928,Bird,Tuberculosis,1
4929,Bird,Turkey (bird),6
4930,Bird,Vertebrate,16
4931,Bird,Wader,4
4932,Bird,Wikipedia Text of the GNU Free Documentation License,3
4933,Bird,Woodpecker,6
4934,Bird,Wren,1
4935,Bird migration,Atlantic Ocean,1
4936,Bird migration,Bald Eagle,1
4937,Bird migration,Bird of prey,2
4938,Bird migration,Blackbird,1
4939,Bird migration,Blackcap,1
4940,Bird migration,California,1
4941,Bird migration,Canada,1
4942,Bird migration,Eagle,1
4943,Bird migration,England,3
4944,Bird migration,India,2
4945,Bird migration,Mediterranean Sea,1
4946,Bird migration,North America,11
4947,Bird migration,Radar,1
4948,Bird migration,Skylark,1
4949,Bird migration,South America,2
4950,Bird migration,Swift,2
4951,Bird migration,Vulture,1
4952,Bird migration,Wader,1
4953,Bird of prey,Animal,1
4954,Bird of prey,Bald Eagle,2
4955,Bird of prey,Bird,12
4956,Bird of prey,Bird migration,1
4957,Bird of prey,Eagle,7
4958,Bird of prey,Falcon,4
4959,Bird of prey,Hawk,5
4960,Bird of prey,Kite (bird),3
4961,Bird of prey,Owl,6
4962,Bird of prey,Red Kite,1
4963,Bird of prey,Sparrowhawk,2
4964,Birmingham,Bristol,1
4965,Birmingham,Duran Duran,2
4966,Birmingham,England,2
4967,Birmingham,Europe,1
4968,Birmingham,Germany,1
4969,Birmingham,James Watt,1
4970,Birmingham,Market,2
4971,Birmingham,World War II,1
4972,Birth control,20th century,1
4973,Birth control,Asia,1
4974,Birth control,Cell (biology),3
4975,Birth control,Culture,1
4976,Birth control,Ethics,3
4977,Birth control,Europe,1
4978,Birth control,HIV,1
4979,Birth control,Menstrual cycle,2
4980,Birth control,Microscope,2
4981,Bismuth,France,3
4982,Bismuth,German language,1
4983,Bison,Cattle,1
4984,Bison,Glacier National Park (US),1
4985,Bison,Mammal,3
4986,Bison,North America,3
4987,Bison,Water Buffalo,2
4988,Bissau,Capital,1
4989,Bissau,Portugal,1
4990,Björn Borg,Stockholm,1
4991,Bjørnøya,Atlantic Ocean,1
4992,Bjørnøya,Coal,1
4993,Bjørnøya,Soviet Union,1
4994,Black Death,Alchemy,1
4995,Black Death,Ars moriendi,1
4996,Black Death,Bacteria,4
4997,Black Death,Carbon dioxide,2
4998,Black Death,Cattle,2
4999,Black Death,Edgar Allan Poe,2
5000,Black Death,Egypt,1
5001,Black Death,England,5
5002,Black Death,English peasants' revolt of 1381,2
5003,Black Death,Europe,3
5004,Black Death,France,1
5005,Black Death,Hunger,1
5006,Black Death,India,1
5007,Black Death,London,1
5008,Black Death,Medicine,2
5009,Black Death,Middle Ages,1
5010,Black Death,Mongol Empire,2
5011,Black Death,Novel,2
5012,Black Death,Renaissance,1
5013,Black Death,Roman Catholic Church,2
5014,Black Death,Smallpox,2
5015,Black Death,Tuberculosis,2
5016,Black Rhinoceros,Animal,1
5017,Black Rhinoceros,Chordate,1
5018,Black Rhinoceros,Mammal,2
5019,Black Rhinoceros,Namibia,1
5020,Black Rhinoceros,Scientific classification,1
5021,Black Sea,Atlantic Ocean,2
5022,Black Sea,Caspian Sea,1
5023,Black Sea,Danube,1
5024,Black Sea,Europe,9
5025,Black Sea,Georgia (country),1
5026,Black Sea,Herodotus,1
5027,Black Sea,Mediterranean Sea,7
5028,Black Sea,Oxygen,3
5029,Black Sea,Pyrite,1
5030,Black Sea,Russia,1
5031,Black Sea,Sea,5
5032,Black Sea,Turkey,3
5033,Black Wildebeest,Africa,3
5034,Black Wildebeest,South Africa,1
5035,Black hole,Albert Einstein,4
5036,Black hole,California,1
5037,Black hole,Galaxy,3
5038,Black hole,Gravitation,3
5039,Black hole,Isaac Newton,1
5040,Black hole,Milky Way,1
5041,Black hole,Speed of light,1
5042,Black hole,Star,1
5043,Black hole,Stephen Hawking,4
5044,Black hole,String theory,1
5045,Black hole,Thermodynamics,2
5046,Black panther,Cat,1
5047,Black panther,Natural selection,1
5048,Black panther,North America,3
5049,Black pepper,Attila the Hun,1
5050,Black pepper,China,1
5051,Black pepper,French language,1
5052,Black pepper,India,1
5053,Black pepper,Madagascar,1
5054,Black pepper,Medicine,1
5055,Black pepper,Middle Ages,2
5056,Black pepper,Old English language,1
5057,Black pepper,Seed,1
5058,Black pepper,Sichuan Pepper,2
5059,Black-backed Jackal,Africa,1
5060,Black-winged Stilt,Europe,1
5061,Black-winged Stilt,Wader,1
5062,Blackbird,Animal,1
5063,Blackbird,Arctic Circle,1
5064,Blackbird,Bird migration,1
5065,Blackbird,Europe,1
5066,Blackbird,Sweden,1
5067,Blackbird,Wikipedia Text of the GNU Free Documentation License,1
5068,Blackcap,Africa,3
5069,Blackjack,Australia,1
5070,Blackjack,Europe,1
5071,Blackjack,"Las Vegas, Nevada",1
5072,Blackpool,England,1
5073,Blacktip reef shark,Animal,1
5074,Blacktip reef shark,Gray reef shark,2
5075,Blacktip reef shark,Ocean,3
5076,Blacktip reef shark,Shark,8
5077,Blacktip reef shark,Wikipedia Text of the GNU Free Documentation License,1
5078,Blade Runner,Cinema of the United States,1
5079,Blade Runner,Earth,1
5080,Blade Runner,Hong Kong,1
5081,Blade Runner,"Los Angeles, California",2
5082,Blade Runner,Novel,1
5083,Blade Runner,Technology,1
5084,Blade Runner,United States,2
5085,Blaise Pascal,Economics,1
5086,Blaise Pascal,Euclid,1
5087,Blaise Pascal,Existentialism,1
5088,Blaise Pascal,France,3
5089,Blaise Pascal,Jean-Jacques Rousseau,1
5090,Blaise Pascal,Paris,1
5091,Blaise Pascal,Science,2
5092,Blaise Pascal,Voltaire,1
5093,Blitzkrieg,Battle of France,1
5094,Blitzkrieg,Communication,1
5095,Blitzkrieg,English Channel,1
5096,Blitzkrieg,World War II,1
5097,Blood type,Anemia,1
5098,Blood type,Bacteria,3
5099,Blood type,Microscope,1
5100,Blood type,Virus,3
5101,Blue Jay,Animal,1
5102,Blue Jay,Feather,1
5103,Blue Jay,North America,1
5104,Blue Jay,Peanut,1
5105,Blue Jay,Rocky Mountains,1
5106,Blue Jay,Scientific classification,1
5107,Blue Peter,BBC,2
5108,Blue Peter,Monty Python,1
5109,Blue Peter,Television,2
5110,Blue Whale,Animal,1
5111,Blue Whale,Atlantic Ocean,1
5112,Blue Whale,Extinction,2
5113,Blue Whale,Humpback Whale,1
5114,Blue Whale,Mammal,2
5115,Blue Whale,Pacific Ocean,1
5116,Blue Whale,United States,1
5117,Blue Whale,World War II,2
5118,Blue Wildebeest,Color,1
5119,Blue Wildebeest,Full moon,2
5120,Blue Wildebeest,Herbivore,2
5121,Blue Wildebeest,Kenya,1
5122,Blue Wildebeest,Scientific classification,2
5123,Blue Wildebeest,South Africa,2
5124,Blue shark,Animal,1
5125,Blue shark,Chile,1
5126,Blue shark,Shark,2
5127,Blue shark,South America,1
5128,Bluegrass music,British Isles,2
5129,Bluegrass music,Folk music,6
5130,Bluegrass music,Jazz,2
5131,Bluegrass music,Music of the United States,1
5132,Bluegrass music,Piano,3
5133,Bluegrass music,Ragtime,1
5134,Bluegrass music,World War II,1
5135,Bluetooth,Computer,2
5136,Bluetooth,Integrated circuit,3
5137,Bluetooth,Linux,2
5138,Bluetooth,Microsoft,5
5139,Bluetooth,Radio,5
5140,Bluetooth,Radio frequency,8
5141,Bluetooth,Sweden,2
5142,Bluetooth,Telecommunication,1
5143,Boa,Animal,1
5144,Boa,Latin,2
5145,Boa,Mammal,1
5146,Board game,20th century,2
5147,Board game,Chess,3
5148,Board game,Egypt,1
5149,Board game,Game,5
5150,Board game,Go (board game),1
5151,Board game,Iran,1
5152,Board game,Lion,1
5153,Board game,London,2
5154,Board game,Monopoly (game),2
5155,Boat,Dorset,1
5156,Boat,England,1
5157,Boat,Hovercraft,1
5158,Boat,Industrial Revolution,11
5159,Boat,Ship,10
5160,Bob Dylan,Bruce Springsteen,2
